GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Engine RPM(rpm),Engine Load(%),Speed (GPS)(km/h),Throttle Position(Manifold)(%),Engine Coolant Temperature(°C),Acceleration Sensor(Total)(g)
Tue Nov 01 17:34:31 GMT+08:00 2016,01-Nov-2016 17:34:30.907,103.32555286,2.02763231,3.0,6.0,71.0,63.2,-0.18794483,1.388637,9.952098,0.04349214,1330.5,19.215686798095703,10.799999237060547,12.15686321258545,90.0,0.043492138385772705
Tue Nov 01 17:34:32 GMT+08:00 2016,01-Nov-2016 17:34:31.907,103.32560278,2.0276626,3.75,6.0,71.0,52.2,-0.45250413,2.0925324,9.604341,0.018305574,1530.75,36.07843017578125,13.5,19.60784339904785,90.0,0.018305573612451553
Tue Nov 01 17:34:33 GMT+08:00 2016,01-Nov-2016 17:34:32.906,103.32564314,2.02766326,3.75,6.0,71.0,57.2,-0.35793316,1.5957354,9.559449,0.021529168,2042.25,41.17647171020508,13.5,19.60784339904785,89.0,0.021529167890548706
Tue Nov 01 17:34:34 GMT+08:00 2016,01-Nov-2016 17:34:33.906,103.32567558,2.0277103,4.25,8.0,69.0,48.7,0.2765303,1.5819688,9.515156,-0.010398364,2042.25,41.17647171020508,15.299999237060547,20.0,89.0,-0.010398363694548607
Tue Nov 01 17:34:35 GMT+08:00 2016,01-Nov-2016 17:34:34.907,103.32571562,2.02775461,5.0,8.0,68.0,45.9,0.23642741,1.5705963,9.624691,0.013379455,1604.0,56.078433990478516,18.0,22.352941513061523,89.0,0.013379454612731934
Tue Nov 01 17:34:36 GMT+08:00 2016,01-Nov-2016 17:34:35.908,103.32578014,2.02781937,7.0,9.0,65.0,44.1,0.30645782,1.8423382,9.560646,-0.00869,1852.25,56.078433990478516,25.19999885559082,22.352941513061523,89.0,-0.0086899995803833
Tue Nov 01 17:34:37 GMT+08:00 2016,01-Nov-2016 17:34:36.914,103.32580822,2.02790717,8.0,11.0,64.0,33.6,-0.08499416,1.9985598,10.5123415,0.011750379,1852.25,56.86274719238281,28.799999237060547,23.13725471496582,89.0,0.0056208595633506775
Tue Nov 01 17:34:38 GMT+08:00 2016,01-Nov-2016 17:34:37.907,103.32586457,2.02800254,9.25,15.0,64.0,32.1,0.04129998,1.6687586,10.039486,0.032208424,2072.0,54.11764907836914,33.29999923706055,23.13725471496582,89.0,0.03220842406153679
Tue Nov 01 17:34:39 GMT+08:00 2016,01-Nov-2016 17:34:38.907,103.32596037,2.02811246,10.75,15.0,62.0,35.2,0.22625206,1.4311341,8.960898,0.03241639,2335.25,51.37255096435547,38.70000076293945,23.13725471496582,89.0,0.032416388392448425
Tue Nov 01 17:34:40 GMT+08:00 2016,01-Nov-2016 17:34:39.907,103.32597197,2.02817102,10.5,13.0,68.0,31.4,0.6715736,1.5041572,10.409989,0.09336442,2335.25,51.37255096435547,37.79999923706055,23.13725471496582,89.0,0.093364417552948
Tue Nov 01 17:34:41 GMT+08:00 2016,01-Nov-2016 17:34:40.907,103.32604477,2.02830246,12.5,7.0,66.0,27.2,0.5021838,1.3036429,9.891046,0.0372687,2334.0,49.80392074584961,45.0,20.0,89.0,0.03726869821548462
Tue Nov 01 17:34:42 GMT+08:00 2016,01-Nov-2016 17:34:41.907,103.32609416,2.02842642,12.75,6.0,64.0,27.7,0.18854338,1.1881226,9.416994,-0.007140398,1794.5,49.80392074584961,45.89999771118164,20.0,89.0,-0.007140398025512695
Tue Nov 01 17:34:43 GMT+08:00 2016,01-Nov-2016 17:34:42.906,103.32613039,2.02853322,13.25,6.0,63.0,26.8,0.015562311,1.0468647,9.582193,-0.0032596425,1794.5,48.6274528503418,47.69999694824219,20.0,89.0,-0.0032596425153315067
Tue Nov 01 17:34:44 GMT+08:00 2016,01-Nov-2016 17:34:43.908,103.32616141,2.02862603,13.25,5.0,63.0,24.9,0.47884035,1.377863,10.081984,0.028240928,1841.5,49.01960754394531,47.69999694824219,20.0,89.0,0.028240928426384926
Tue Nov 01 17:34:45 GMT+08:00 2016,01-Nov-2016 17:34:44.906,103.32621787,2.02871876,13.25,6.0,61.0,25.1,-0.43155485,1.6992847,9.962274,0.0501284,1858.5,49.01960754394531,47.69999694824219,20.0,89.0,0.050128400325775146
Tue Nov 01 17:34:46 GMT+08:00 2016,01-Nov-2016 17:34:45.907,103.32627732,2.02880678,13.25,6.0,59.0,26.7,-0.30406362,1.395221,9.940127,-0.0022123843,1858.5,49.01960754394531,47.69999694824219,20.39215660095215,89.0,-0.0022123842500150204
Tue Nov 01 17:34:47 GMT+08:00 2016,01-Nov-2016 17:34:46.907,103.32633846,2.02890493,14.0,6.0,59.0,27.8,-0.27234045,1.4089876,9.799467,0.027664738,1883.75,51.37255096435547,50.39999771118164,21.176471710205078,89.0,0.02766473777592182
Tue Nov 01 17:34:48 GMT+08:00 2016,01-Nov-2016 17:34:47.908,103.32640109,2.02902021,14.0,5.0,59.0,25.8,0.062249243,1.4395138,9.190742,-0.01172086,1873.0,51.37255096435547,50.39999771118164,21.176471710205078,89.0,-0.011720860376954079
Tue Nov 01 17:34:49 GMT+08:00 2016,01-Nov-2016 17:34:48.906,103.32644706,2.02914551,14.25,10.0,60.0,23.2,0.33997664,1.1965023,9.524135,-0.0018954277,1873.0,38.82352828979492,51.29999923706055,15.29411792755127,89.0,-0.0018954277038574219
Tue Nov 01 17:34:50 GMT+08:00 2016,01-Nov-2016 17:34:49.906,103.32649349,2.02927133,14.25,10.0,61.0,22.8,-0.15143326,0.24540567,9.501988,-0.011951804,1754.75,13.72549057006836,51.29999923706055,9.803921699523926,89.0,-0.011951804161071777
Tue Nov 01 17:34:51 GMT+08:00 2016,01-Nov-2016 17:34:50.906,103.32654134,2.0293837,14.0,10.0,62.0,21.9,0.023942016,0.6218939,9.22426,-0.017621726,1135.75,14.901961326599121,50.39999771118164,9.803921699523926,89.0,-0.017621725797653198
Tue Nov 01 17:34:52 GMT+08:00 2016,01-Nov-2016 17:34:51.906,103.32659303,2.02949319,13.25,10.0,61.0,22.2,0.2801216,0.60693014,9.593566,-0.011639312,1135.75,14.901961326599121,47.69999694824219,9.803921699523926,89.0,-0.011639311909675598
Tue Nov 01 17:34:53 GMT+08:00 2016,01-Nov-2016 17:34:52.908,103.3266358,2.02961006,13.25,10.0,62.0,20.4,0.31423897,0.75956047,9.780912,6.158054E-4,1117.75,18.823530197143555,47.69999694824219,12.15686321258545,89.0,6.158053874969482E-4
Tue Nov 01 17:34:54 GMT+08:00 2016,01-Nov-2016 17:34:53.906,103.32667307,2.02972746,13.25,10.0,63.0,20.7,-0.047285482,0.85293436,9.84795,0.02663809,1225.25,20.784313201904297,47.69999694824219,12.15686321258545,89.0,0.02663809061050415
Tue Nov 01 17:34:55 GMT+08:00 2016,01-Nov-2016 17:34:54.906,103.32671478,2.02983684,13.0,10.0,62.0,23.7,0.49320555,1.0702082,9.7007065,0.03275765,1371.25,20.784313201904297,46.79999923706055,14.901961326599121,90.0,0.032757651060819626
Tue Nov 01 17:34:56 GMT+08:00 2016,01-Nov-2016 17:34:55.907,103.32675578,2.02996423,13.75,10.0,61.0,21.3,0.40342298,1.0654198,9.662998,-0.02218507,1371.25,30.980392456054688,49.5,15.29411792755127,90.0,-0.02218507044017315
Tue Nov 01 17:34:57 GMT+08:00 2016,01-Nov-2016 17:34:56.911,103.32679872,2.03008599,13.75,10.0,62.0,20.6,0.12150574,0.84575176,9.669582,0.0069706603,1276.25,19.215686798095703,49.5,15.29411792755127,90.0,0.006970660295337439
Tue Nov 01 17:34:58 GMT+08:00 2016,01-Nov-2016 17:34:57.907,103.32685763,2.03021227,14.25,11.0,62.0,22.1,-0.0035913025,0.62368953,10.012551,0.047392223,1276.25,19.215686798095703,51.29999923706055,13.333333969116211,90.0,0.04739222303032875
Tue Nov 01 17:34:59 GMT+08:00 2016,01-Nov-2016 17:34:58.909,103.32689766,2.03034191,14.0,10.0,61.0,19.3,-0.2837129,0.60932434,9.506777,-0.009490609,1195.5,8.235294342041016,50.39999771118164,9.803921699523926,90.0,-0.009490609169006348
Tue Nov 01 17:35:00 GMT+08:00 2016,01-Nov-2016 17:34:59.907,103.32693632,2.03046835,13.75,10.0,60.0,18.2,0.094570965,0.6218939,10.415376,0.03218153,1135.75,12.941176414489746,49.5,9.803921699523926,90.0,0.03218153119087219
Tue Nov 01 17:35:01 GMT+08:00 2016,01-Nov-2016 17:35:00.909,103.32697745,2.03057879,13.5,10.0,60.0,18.2,-0.23523031,0.60932434,9.7479925,0.0028576576,1012.5,26.27450942993164,48.599998474121094,9.803921699523926,90.0,0.002857657615095377
Tue Nov 01 17:35:02 GMT+08:00 2016,01-Nov-2016 17:35:01.906,103.32701556,2.03069108,13.0,10.0,59.0,17.2,-0.014963761,0.6955156,10.094553,-0.010649581,1212.25,23.92156982421875,46.79999923706055,12.941176414489746,90.0,-0.01064958143979311
Tue Nov 01 17:35:03 GMT+08:00 2016,01-Nov-2016 17:35:02.908,103.32705649,2.03079821,13.25,10.0,60.0,18.1,0.089184016,0.8487445,8.977059,-0.061781526,1161.75,23.13725471496582,47.69999694824219,12.549019813537598,90.0,0.032988131046295166
Tue Nov 01 17:35:04 GMT+08:00 2016,01-Nov-2016 17:35:03.909,103.32708121,2.03093243,14.0,12.0,61.0,16.1,-0.15801731,0.5021838,8.77834,-0.08455634,1166.0,24.705883026123047,50.39999771118164,10.588235855102539,90.0,-0.08455634117126465
Tue Nov 01 17:35:05 GMT+08:00 2016,01-Nov-2016 17:35:04.907,103.32710707,2.0310444,12.75,11.0,60.0,15.0,-0.47046062,0.53929394,8.956709,-0.025296945,1014.25,15.686274528503418,45.89999771118164,9.803921699523926,89.0,-0.025296945124864578
Tue Nov 01 17:35:06 GMT+08:00 2016,01-Nov-2016 17:35:05.907,103.32714166,2.03114704,12.5,11.0,60.0,15.0,0.048482586,0.557849,10.016143,-0.028557545,1021.0,15.686274528503418,45.0,9.803921699523926,89.0,-0.028557544574141502
Tue Nov 01 17:35:07 GMT+08:00 2016,01-Nov-2016 17:35:06.908,103.32717822,2.03126706,12.75,11.0,59.0,15.5,0.04129998,-0.074220255,10.008362,0.023015559,994.5,16.078432083129883,45.89999771118164,9.803921699523926,89.0,0.02301555871963501
Tue Nov 01 17:35:08 GMT+08:00 2016,01-Nov-2016 17:35:07.907,103.32720784,2.03136946,12.5,12.0,59.0,16.5,-0.11432313,-0.4177882,8.735844,-0.08940214,969.0,16.86274528503418,45.0,9.803921699523926,89.0,-0.08940213918685913
Tue Nov 01 17:35:09 GMT+08:00 2016,01-Nov-2016 17:35:08.907,103.32722623,2.03148225,12.25,14.0,58.0,12.8,0.24001873,-0.42437226,9.618107,0.005476925,925.0,17.254901885986328,44.099998474121094,9.803921699523926,89.0,0.005476925056427717
Tue Nov 01 17:35:10 GMT+08:00 2016,01-Nov-2016 17:35:09.907,103.32723898,2.03156358,10.5,12.0,59.0,11.2,0.43275195,-0.91219085,10.230424,-0.0074202335,835.5,18.039215087890625,37.79999923706055,9.803921699523926,89.0,-0.007420233450829983
Tue Nov 01 17:35:11 GMT+08:00 2016,01-Nov-2016 17:35:10.906,103.32726274,2.03165608,10.5,12.0,59.0,12.5,0.56323594,-1.376666,9.584588,0.029814571,769.5,20.784313201904297,37.79999923706055,9.803921699523926,89.0,0.029814571142196655
Tue Nov 01 17:35:12 GMT+08:00 2016,01-Nov-2016 17:35:11.911,103.32723231,2.03170068,8.75,12.0,59.0,9.5,-0.16519992,-0.75237787,9.931747,0.012539779,704.5,22.745098114013672,31.5,9.803921699523926,89.0,0.012539778836071491
Tue Nov 01 17:35:13 GMT+08:00 2016,01-Nov-2016 17:35:12.908,103.32724049,2.03176375,7.0,11.0,59.0,10.4,0.19632454,0.82719666,9.562442,-0.0023903847,774.75,24.3137264251709,25.19999885559082,9.803921699523926,89.0,-0.0023903846740722656
Tue Nov 01 17:35:14 GMT+08:00 2016,01-Nov-2016 17:35:13.907,103.32724772,2.03182552,6.25,12.0,58.0,7.6,-0.11372458,0.8595184,9.462483,0.001694878,782.5,30.58823585510254,22.5,12.941176414489746,89.0,0.0016948779812082648
Tue Nov 01 17:35:15 GMT+08:00 2016,01-Nov-2016 17:35:14.907,103.32725487,2.03191161,6.75,13.0,59.0,6.0,0.24001873,1.1390414,9.878476,0.010484213,982.5,28.235294342041016,24.299999237060547,12.941176414489746,89.0,0.010484213009476662
Tue Nov 01 17:35:16 GMT+08:00 2016,01-Nov-2016 17:35:15.908,103.32723888,2.03197721,7.0,13.0,59.0,1.2,0.2100912,1.2755109,9.527127,-9.3603134E-4,1185.5,31.372549057006836,25.19999885559082,14.901961326599121,89.0,-9.360313415527344E-4
Tue Nov 01 17:35:17 GMT+08:00 2016,01-Nov-2016 17:35:16.926,103.32726409,2.03202351,6.5,14.0,59.0,10.1,-0.21428105,1.400608,9.841965,0.032601774,1259.25,39.2156867980957,23.399999618530273,16.078432083129883,89.0,0.032601773738861084
Tue Nov 01 17:35:18 GMT+08:00 2016,01-Nov-2016 17:35:17.908,103.32722842,2.03206575,6.0,14.0,58.0,6.0,-0.25139117,1.2413936,9.372103,0.004779812,1344.5,39.607845306396484,21.599998474121094,16.078432083129883,89.0,0.0047798119485378265
Tue Nov 01 17:35:19 GMT+08:00 2016,01-Nov-2016 17:35:18.907,103.32728037,2.03211698,6.5,15.0,57.0,19.2,-0.52732295,0.31483752,9.303867,-0.010796214,1187.25,14.509803771972656,23.399999618530273,9.803921699523926,89.0,-0.010796214453876019
Tue Nov 01 17:35:20 GMT+08:00 2016,01-Nov-2016 17:35:19.909,103.32731211,2.03223514,8.5,14.0,57.0,16.6,-0.7068881,-0.79607207,9.488221,-0.005662044,1261.5,12.941176414489746,30.599998474121094,9.803921699523926,89.0,-0.005662044044584036
Tue Nov 01 17:35:21 GMT+08:00 2016,01-Nov-2016 17:35:20.909,103.32732914,2.03232632,9.25,13.0,56.0,12.9,-0.44113165,-0.9331401,9.886257,0.03225082,1193.0,14.117647171020508,33.29999923706055,9.803921699523926,89.0,0.032250821590423584
Tue Nov 01 17:35:22 GMT+08:00 2016,01-Nov-2016 17:35:21.911,103.32734946,2.03246908,10.5,13.0,56.0,10.5,-0.98341835,-0.89303726,9.510966,-0.0020717978,1170.0,14.509803771972656,37.79999923706055,9.803921699523926,89.0,-0.0020717978477478027
Tue Nov 01 17:35:23 GMT+08:00 2016,01-Nov-2016 17:35:22.933,103.32736361,2.03256609,10.25,13.0,56.0,10.6,-0.7685388,-0.7565677,9.442732,0.0017901026,1111.25,15.29411792755127,36.89999771118164,9.803921699523926,89.0,0.0017901025712490082
Tue Nov 01 17:35:24 GMT+08:00 2016,01-Nov-2016 17:35:23.909,103.3273634,2.03261137,9.25,13.0,55.0,5.2,-0.712275,-1.3946224,9.1751795,0.017576428,945.5,12.549019813537598,33.29999923706055,9.803921699523926,89.0,0.01757642813026905
Tue Nov 01 17:35:25 GMT+08:00 2016,01-Nov-2016 17:35:24.908,103.32735914,2.03269074,9.0,13.0,55.0,0.9,-0.7092823,-1.6035166,9.68694,0.03502798,857.0,12.549019813537598,32.39999771118164,9.803921699523926,89.0,0.03502798080444336
Tue Nov 01 17:35:26 GMT+08:00 2016,01-Nov-2016 17:35:25.906,103.32735916,2.03277094,8.0,13.0,56.0,357.0,-0.84694886,-1.6166847,9.841965,0.03936273,785.75,13.333333969116211,28.799999237060547,9.803921699523926,89.0,0.03936272859573364
Tue Nov 01 17:35:27 GMT+08:00 2016,01-Nov-2016 17:35:26.907,103.32734651,2.03285184,8.0,15.0,54.0,356.6,-1.6352397,0.6607997,9.920375,0.0028694377,689.5,14.117647171020508,28.799999237060547,9.803921699523926,89.0,0.0028694376815110445
Tue Nov 01 17:35:28 GMT+08:00 2016,01-Nov-2016 17:35:27.907,103.32737598,2.032925,7.75,16.0,54.0,2.7,-1.2755109,0.29747957,10.006566,0.03133726,760.5,16.86274528503418,27.899999618530273,9.803921699523926,89.0,0.03133726119995117
Tue Nov 01 17:35:29 GMT+08:00 2016,01-Nov-2016 17:35:28.908,103.32728619,2.03294304,6.75,14.0,53.0,325.5,-1.6190789,1.0582372,9.239224,-0.0010980666,757.0,46.27450942993164,24.299999237060547,15.686274528503418,89.0,-0.0010980665683746338
Tue Nov 01 17:35:30 GMT+08:00 2016,01-Nov-2016 17:35:29.909,103.3272137,2.03295817,6.75,12.0,52.0,310.9,-0.6943185,1.1653777,10.041881,0.051934898,1327.0,34.11764907836914,24.299999237060547,15.686274528503418,89.0,0.051934897899627686
Tue Nov 01 17:35:31 GMT+08:00 2016,01-Nov-2016 17:35:30.908,103.32716542,2.03299781,7.5,12.0,53.0,299.3,-0.17896658,1.769315,9.662399,0.020497024,1376.75,47.05882263183594,27.0,19.60784339904785,89.0,0.020497024059295654
Tue Nov 01 17:35:32 GMT+08:00 2016,01-Nov-2016 17:35:31.907,103.32710683,2.03303239,7.25,12.0,52.0,297.2,-0.533907,1.8106151,8.617331,-0.031415764,1781.25,50.19607925415039,26.099998474121094,21.176471710205078,89.0,-0.03141576424241066
Tue Nov 01 17:35:33 GMT+08:00 2016,01-Nov-2016 17:35:32.907,103.32705156,2.03301441,7.5,12.0,49.0,294.6,-0.6392518,0.9935937,9.674371,0.007894863,1804.75,54.90196228027344,27.0,21.568628311157227,89.0,0.007894863374531269
Tue Nov 01 17:35:34 GMT+08:00 2016,01-Nov-2016 17:35:33.908,103.32696702,2.03306298,8.5,12.0,50.0,293.5,-1.2378023,1.5717934,10.448297,0.06191109,1828.0,54.90196228027344,30.599998474121094,22.352941513061523,89.0,0.06191109120845795
Tue Nov 01 17:35:35 GMT+08:00 2016,01-Nov-2016 17:35:34.907,103.32684561,2.03310831,10.25,11.0,51.0,288.9,-1.6376339,1.5903485,9.709086,0.035700858,1844.25,54.509803771972656,36.89999771118164,22.352941513061523,89.0,0.035700857639312744
Tue Nov 01 17:35:36 GMT+08:00 2016,01-Nov-2016 17:35:35.909,103.32677026,2.03310419,10.5,11.0,48.0,284.9,-1.513734,0.61650693,9.15842,0.0018710527,1877.5,56.86274719238281,37.79999923706055,23.13725471496582,89.0,0.0018710526637732983
Tue Nov 01 17:35:37 GMT+08:00 2016,01-Nov-2016 17:35:36.908,103.32663786,2.03309187,12.0,10.0,49.0,271.5,-0.94451255,1.6424223,9.168595,-0.01115222,1853.0,57.64706039428711,43.19999694824219,23.13725471496582,89.0,-0.01004620548337698
Tue Nov 01 17:35:38 GMT+08:00 2016,01-Nov-2016 17:35:37.907,103.32650587,2.03309116,13.25,11.0,48.0,269.1,-0.504578,1.3628993,9.824008,0.007966941,1938.5,58.039215087890625,47.69999694824219,23.52941131591797,89.0,0.007966941222548485
Tue Nov 01 17:35:39 GMT+08:00 2016,01-Nov-2016 17:35:38.907,103.32639757,2.03305536,13.5,11.0,49.0,264.5,-1.0199299,1.2012907,10.621876,0.0052188756,1989.5,59.607845306396484,48.599998474121094,24.705883026123047,89.0,0.005218875594437122
